ID,Time,Task,Resistance,Newton,Weightpushdynamics_betterSettings3,2641,PressureDynamics,53368.0,2.108,-1
pushdynamics_betterSettings3,2797,PressureDynamics,53392.0,2.109,-1
pushdynamics_betterSettings3,2919,PressureDynamics,53195.0,2.109,-1
pushdynamics_betterSettings3,3062,PressureDynamics,53086.0,2.108,-1
pushdynamics_betterSettings3,3176,PressureDynamics,NaN,2.108,-1
pushdynamics_betterSettings3,3202,PressureDynamics,52967.0,2.109,-1
pushdynamics_betterSettings3,3340,PressureDynamics,52920.0,2.109,-1
pushdynamics_betterSettings3,3479,PressureDynamics,53186.0,2.109,-1
pushdynamics_betterSettings3,3618,PressureDynamics,53538.0,2.108,-1
pushdynamics_betterSettings3,3760,PressureDynamics,53839.0,2.109,-1
pushdynamics_betterSettings3,3900,PressureDynamics,53351.0,2.106,-1
pushdynamics_betterSettings3,4040,PressureDynamics,53154.0,2.11,-1
pushdynamics_betterSettings3,4180,PressureDynamics,52917.0,2.108,-1
pushdynamics_betterSettings3,4320,PressureDynamics,52828.0,2.109,-1
pushdynamics_betterSettings3,4460,PressureDynamics,52741.0,2.108,-1
pushdynamics_betterSettings3,4599,PressureDynamics,52976.0,2.109,-1
pushdynamics_betterSettings3,4740,PressureDynamics,52547.0,2.107,-1
pushdynamics_betterSettings3,4879,PressureDynamics,53002.0,2.109,-1
pushdynamics_betterSettings3,5021,PressureDynamics,52561.0,2.109,-1
pushdynamics_betterSettings3,5160,PressureDynamics,52888.0,2.109,-1
pushdynamics_betterSettings3,5299,PressureDynamics,52880.0,2.112,-1
pushdynamics_betterSettings3,5441,PressureDynamics,52610.0,2.111,-1
pushdynamics_betterSettings3,5580,PressureDynamics,52675.0,2.109,-1
pushdynamics_betterSettings3,5720,PressureDynamics,52787.0,2.111,-1
pushdynamics_betterSettings3,5859,PressureDynamics,52637.0,2.109,-1
pushdynamics_betterSettings3,6001,PressureDynamics,52585.0,2.109,-1
pushdynamics_betterSettings3,6140,PressureDynamics,52373.0,2.109,-1
pushdynamics_betterSettings3,6281,PressureDynamics,52647.0,2.107,-1
pushdynamics_betterSettings3,6420,PressureDynamics,52693.0,2.109,-1
pushdynamics_betterSettings3,6561,PressureDynamics,52716.0,2.106,-1
pushdynamics_betterSettings3,6699,PressureDynamics,52725.0,2.11,-1
